tranId,trandate,subsidiary,currency,exchangerate,postingperiod,internal ID,journalItemLine_memo,journalItemLine_account,journalItemLine_debitAmount,journalItemLine_creditAmount
99,5/31/2023,AKI,Rupiah,1,23-May,435,61444,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : Bonus - Uang Pisah,14000000,0
99,5/31/2023,AKI,Rupiah,1,23-May,980,61110,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Social Taxes JHT & JP,508126029,0
99,5/31/2023,AKI,Rupiah,1,23-May,418,61111,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Social Taxes JKK & JKM,41321310,0
99,5/31/2023,AKI,Rupiah,1,23-May,979,61310,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : BPJS Kesehatan (Component PPh 21),137395082,0
99,5/31/2023,AKI,Rupiah,1,23-May,433,61422,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : THR,608015129,0
99,5/31/2023,AKI,Rupiah,1,23-May,434,61433,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : COMMISION : Bonus,2372205804,0
99,5/31/2023,AKI,Rupiah,1,23-May,437,61511,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Meals,20498280,0
99,5/31/2023,AKI,Rupiah,1,23-May,438,61522,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Travel & Transportation,35112705,0
99,5/31/2023,AKI,Rupiah,1,23-May,421,61144,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : EMPLOYEE SOCIAL TAXES : Employee Payroll Tax Allowance (PPh 21),3110578623,0
99,5/31/2023,AKI,Rupiah,1,23-May,441,61555,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Medical,202494073,0
99,5/31/2023,AKI,Rupiah,1,23-May,450,61633,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Insurance,98247355,0
99,5/31/2023,AKI,Rupiah,1,23-May,982,61634,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Insurance - Asset,1188381,0
99,5/31/2023,AKI,Rupiah,1,23-May,981,61612,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Handphone Allowance,12759371,0
99,5/31/2023,AKI,Rupiah,1,23-May,1780,61655,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Parking Office,36483332,0
99,5/31/2023,AKI,Rupiah,1,23-May,449,61622,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : OTHER ALLOWANCE : Freelance Expenses,61539108,0
99,5/31/2023,AKI,Rupiah,1,23-May,442,61566,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : RM - Pak Ivan,122942446,0
99,5/31/2023,AKI,Rupiah,1,23-May,440,61544,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Out Of Pocket Expenses,11565700,0
99,5/31/2023,AKI,Rupiah,1,23-May,457,61705,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Electricity & Water,29787377,0
99,5/31/2023,AKI,Rupiah,1,23-May,460,61708,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Stationary & Printing,120617720,0
99,5/31/2023,AKI,Rupiah,1,23-May,461,61709,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Stamp Duties,1370000,0
99,5/31/2023,AKI,Rupiah,1,23-May,462,61710,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Postage,5973500,0
99,5/31/2023,AKI,Rupiah,1,23-May,455,61703,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Internet,117012650,0
99,5/31/2023,AKI,Rupiah,1,23-May,466,61714,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Office Expenses,94094550,0
99,5/31/2023,AKI,Rupiah,1,23-May,443,61577,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : RM - Pak Leonard,200340868,0
99,5/31/2023,AKI,Rupiah,1,23-May,469,61717,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Repair & Maintenance Office Equipment,5745773,0
99,5/31/2023,AKI,Rupiah,1,23-May,470,61718,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Repair & Maintenance Vehicle,5852980,0
99,5/31/2023,AKI,Rupiah,1,23-May,471,61719,"OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Repair & Maintenance Comp, Printer & Notebook",800000,0
99,5/31/2023,AKI,Rupiah,1,23-May,467,61715,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Office Rent,56353287,0
99,5/31/2023,AKI,Rupiah,1,23-May,439,61533,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : CockFight,29431500,0
99,5/31/2023,AKI,Rupiah,1,23-May,986,61721,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Slaughterhouse,292725001,0
99,5/31/2023,AKI,Rupiah,1,23-May,459,61707,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Software Programme,812291197,0
99,5/31/2023,AKI,Rupiah,1,23-May,464,61712,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Service Charge,95092250,0
99,5/31/2023,AKI,Rupiah,1,23-May,1779,72131,OTHERS EXPENSES : Interest Expenses - Right Of Use Asset (PSAK 73) : Interest Exp - RoU Asset  PT. Langit Kreatif Indonesia,56954056,0
99,5/31/2023,AKI,Rupiah,1,23-May,474,61811,OPERATIONAL EXPENSES : FINANCE AND RELATED EXPENSES : Legal and Professional Fees,115596394,0
99,5/31/2023,AKI,Rupiah,1,23-May,503,66011,TAX EXPENSE,5270400,0
99,5/31/2023,AKI,Rupiah,1,23-May,479,61866,OPERATIONAL EXPENSES : FINANCE AND RELATED EXPENSES : Taxes PPh 4(2),10970093,0
99,5/31/2023,AKI,Rupiah,1,23-May,482,61911,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Advertising & Promotional,62732484,0
99,5/31/2023,AKI,Rupiah,1,23-May,484,61933,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Gift and Sponsorship,12965000,0
99,5/31/2023,AKI,Rupiah,1,23-May,487,61966,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Charitable Contributions,2700000,0
99,5/31/2023,AKI,Rupiah,1,23-May,489,61988,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Function & Outing,20575208,0
99,5/31/2023,AKI,Rupiah,1,23-May,491,62010,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Training & Courses,52134000,0
99,5/31/2023,AKI,Rupiah,1,23-May,507,66055,Pencadangan Biaya Pengosongan Dan Pembongkaran Bangunan,22522525,0
99,5/31/2023,AKI,Rupiah,1,23-May,780,72111,OTHERS EXPENSES : Bank Charges,5559225,0
99,5/31/2023,AKI,Rupiah,1,23-May,782,72120,OTHERS EXPENSES : Miscellaneous Expenses,727,0
99,5/31/2023,AKI,Rupiah,1,23-May,789,72127,OTHERS EXPENSES : Loss Exchange Rate,7280774,0
99,5/31/2023,AKI,Rupiah,1,23-May,1516,73110,OTHERS EXPENSES : Loan Interest Expenses : Loan Interest Expenses - PT. Langit Kreatif Indonesia,122517381,0
99,5/31/2023,AKI,Rupiah,1,23-May,1520,73150,OTHERS EXPENSES : Loan Interest Expenses : Loan Interest Expenses - PT. Finch Kreatif Indonesia,242139070,0
99,5/31/2023,AKI,Rupiah,1,23-May,1526,73210,OTHERS EXPENSES : Loan Interest Expenses : Loan Interest Expenses - PT. Langit Muda Kreatif,19626666,0
99,5/31/2023,AKI,Rupiah,1,23-May,1517,73120,OTHERS EXPENSES : Loan Interest Expenses : Loan Interest Expenses - PT. Maleo Kreatif Indonesia,9644720,0
99,5/31/2023,AKI,Rupiah,1,23-May,53,3200,Opening Balance,38321755453,0
