tranId,trandate,subsidiary,currency,exchangerate,postingperiod,internal ID,journalItemLine_memo,journalItemLine_account,journalItemLine_debitAmount,journalItemLine_creditAmount
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,981,61612,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Handphone Allowance,8330953,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,439,61533,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : CockFight,12329000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,438,61522,OPERATIONAL EXPENSES : STAF & RELATED EXPENSES : ALLOWANCE : Travel & Transportation,83413602,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,453,61701,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Telephone,649765,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,457,61705,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Electricity & Water,25478724,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,461,61709,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Stamp Duties,1250000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,462,61710,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Postage,860500,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,455,61703,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Internet,79699910,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,456,61704,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Internet - Roadrunner,42441320,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,466,61714,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Office Expenses,54637824,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,459,61707,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Software Programme,4694595,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,469,61717,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Repair & Maintenance Office Equipment,6075319,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,471,61719,"OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Repair & Maintenance Comp, Printer & Notebook",2075000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,474,61811,OPERATIONAL EXPENSES : FINANCE AND RELATED EXPENSES : Legal and Professional Fees,88831982,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,483,61922,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Entertainment,11794875,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,489,61988,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Function & Outing,48770448,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,982,61634,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Insurance - Asset,1845160,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,786,72124,OTHERS EXPENSES : Interest Expenses - Right Of Use Asset (PSAK 73),86529195,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,475,61822,OPERATIONAL EXPENSES : FINANCE AND RELATED EXPENSES : Back Office Expenses,651143366,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,458,61706,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Newspaper & Magazine,893563,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,464,61712,OPERATIONAL EXPENSES : ADM & OFFICE EXPENSES : Service Charge,91599750,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,985,62020,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Pitching Expense,21948718,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,493,65011,DEPRECIATION EXPENSES : Depreciation Expense - Renovation Building,116736020,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,494,65022,DEPRECIATION EXPENSES : Depreciation Expense - Machinery and Office Equipment,9258882,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,496,65044,DEPRECIATION EXPENSES : Depreciation Expense - Furniture,12068782,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,497,65055,"DEPRECIATION EXPENSES : Depreciation Expenses - Comp, Printer & Notebook",104841159,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,495,65033,DEPRECIATION EXPENSES : Depreciation Expense - Vehicles,25869299,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,499,65077,DEPRECIATION EXPENSES : Deprectiation Expenses - Right Of Used Asset,235050157,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,484,61933,OPERATIONAL EXPENSES : MARKETING AND SALES SUPPORT : Gift and Sponsorship,22389400,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,507,66055,Pencadangan Biaya Pengosongan Dan Pembongkaran Bangunan,22522525,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,503,66011,TAX EXPENSE,7109609,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,780,72111,OTHERS EXPENSES : Bank Charges,2443000,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,782,72120,OTHERS EXPENSES : Miscellaneous Expenses,21,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,789,72127,OTHERS EXPENSES : Loss Exchange Rate,28639870,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,787,72125,OTHERS EXPENSES : Interest Expenses - Leased Vehicle,5879125,0
FINCH-TB MEI 2023,5/31/2023,FINCH,Rupiah,1,23-May,53,3200,Opening Balance,10174832087,0
